id,account_age,no_follower,no_following,no_userfavourites,no_lists,no_tweets,no_retweets,no_hashtag,no_usermention,no_urls,no_char,no_digits,class
2229,1031,873,1206,12,1,5497,109,0,1,1,118,7,spammer
2230,759,0,0,0,0,93,0,0,0,1,54,0,spammer
2231,390,439,224,674,0,22945,0,1,0,1,100,3,spammer
2232,66,5,1283,68,0,2026,1586,0,6,1,118,4,spammer
2233,564,536,586,0,2,16758,2,4,1,1,118,0,spammer
2234,608,441,309,132,0,13905,1,1,1,1,102,1,spammer
2235,971,3,2,0,1,412,0,0,0,1,12,0,spammer
2236,195,16322,16453,1836,7,14358,155,0,1,1,118,7,spammer
2237,1185,1232,470,535,4,47558,0,1,0,1,59,2,spammer
2238,41,23,15,1,0,45,0,0,0,1,75,2,spammer
2239,804,78,479,0,0,2692,0,0,0,1,57,4,spammer
2240,946,0,29,0,0,25,0,0,0,1,69,1,spammer
2241,1052,21,466,4,0,244,0,0,0,1,20,1,spammer
2242,896,1329,1093,255,0,705,0,0,0,1,99,6,spammer
2243,1362,7,51,1,0,172,0,0,0,1,42,0,spammer
2244,162,0,0,0,0,76,0,0,0,1,66,1,spammer
2245,147,282,153,8,0,1944,78,0,1,1,118,7,spammer
2246,953,28,679,0,0,60,0,0,0,2,59,2,spammer
2247,960,467,407,4077,3,17368,0,1,0,1,55,6,spammer
2248,177,2263,1305,102,5,20658,0,2,1,1,104,4,spammer
2249,232,2,260,0,0,884,0,0,0,1,45,0,spammer
2250,1343,4,20,0,0,35,0,0,0,1,43,0,spammer
2251,87,1037,755,165,0,3151,210,0,1,1,118,7,spammer
2252,1347,9,60,44,0,234,0,1,0,1,31,0,spammer
2253,2093,1274,807,23,75,100501,0,1,0,1,31,0,spammer
2254,239,0,297,0,0,1892,0,0,0,1,36,0,spammer
2255,22,663,977,30,0,5078,485,0,1,1,118,7,spammer
2256,91,450,1513,1,0,2570,702,0,1,1,46,0,spammer
2257,390,439,224,674,0,22959,0,1,1,1,67,2,spammer
2258,131,349,28,1563,0,14834,0,1,3,1,105,7,spammer
2259,124,1,19,3,0,448,0,0,0,1,31,1,spammer
2260,505,947,883,163,0,8669,0,2,0,1,118,0,spammer
2261,639,1468,1465,2012,2,16878,104478,0,1,1,106,0,spammer
2262,1240,13779,13525,1,11,16443,0,0,0,1,14,0,spammer
2263,924,208,279,386,0,7323,0,1,0,1,85,0,spammer
2264,651,187,169,0,0,1459,0,0,0,1,63,0,spammer
2265,690,1,262,0,0,850,0,0,0,1,46,0,spammer
2266,4,30,979,0,0,482,33,3,1,1,118,0,spammer
2267,251,43,288,0,1,5359,0,3,0,1,35,0,spammer
2268,86,415,1561,1,1,2275,155,0,1,1,38,0,spammer
2269,2082,18,13,59,0,4231,0,0,0,1,64,0,spammer
2270,503,3812,3393,8217,12,9025,0,1,0,1,55,6,spammer
2271,359,3220,1984,25,1,6253,0,1,1,1,88,3,spammer
2272,467,54,76,1,0,181,0,1,0,1,59,2,spammer
2273,77,864,1527,118,0,1419,557,0,1,1,118,7,spammer
2274,706,1,1,0,0,19,0,0,0,1,44,0,spammer
2275,66,552,399,54,1,2527,501,0,1,1,118,7,spammer
2276,994,1,1734,2,0,829,0,0,0,1,20,3,spammer
2277,1263,1521,1479,4549,2,7491,0,1,0,1,55,6,spammer
2278,762,1174,1151,427,0,11850,0,2,1,1,93,2,spammer
2279,175,0,1,0,0,399,0,0,0,2,65,21,spammer
2280,277,2512,553,82,1,80607,0,1,0,1,53,0,spammer
2281,528,173,214,1077,1,5745,0,1,0,1,59,5,spammer
2282,1383,436,545,0,4,2676,0,0,0,1,8,0,spammer
2283,51,0,0,0,0,47,14011,0,1,1,69,0,spammer
2284,520,185,265,20,0,1802,0,1,0,1,94,0,spammer
2285,793,0,9,0,0,321,0,0,0,1,41,0,spammer
2286,770,5,181,0,0,135,0,1,0,1,38,0,spammer
2287,219,0,2,0,0,598,0,0,0,1,37,6,spammer
2288,740,703,576,750,1,3812,48351,0,1,1,106,0,spammer
2289,624,898,332,214,1,10925,1,2,2,1,95,5,spammer
2290,459,3002,747,649,3,12016,353,0,1,1,118,7,spammer
2291,895,352,292,1613,0,27378,53115,0,1,1,106,0,spammer
2292,556,2,13,0,0,3,0,0,0,1,32,0,spammer
2293,363,618,335,199,0,3306,1,2,2,1,101,4,spammer
2294,1629,8,958,0,0,68,0,1,0,1,22,0,spammer
2295,63,0,11,0,0,89,0,0,0,1,36,4,spammer
2296,315,4,284,0,0,591,0,0,0,1,44,0,spammer
2297,1454,14,18,0,0,50,0,0,0,2,62,2,spammer
2298,49,0,2,0,0,3,0,1,0,1,8,0,spammer
2299,27,0,0,45,0,45,1116,1,2,2,79,0,spammer
2300,146,323,236,7,0,1855,581,0,1,1,118,7,spammer
2301,386,27,44,0,0,1809,0,0,0,2,39,0,spammer
2302,263,1179,870,517,1,11345,0,1,0,1,55,6,spammer
2303,458,3032,2592,1,10,83463,0,3,0,1,69,28,spammer
2304,1014,10,0,5,0,3896,0,0,0,1,39,0,spammer
2305,29,3,45,0,0,119,11,0,1,1,38,0,spammer
2306,1649,3,255,1,0,210,0,0,0,1,24,0,spammer
2307,46,255,260,0,0,471,0,0,0,1,37,0,spammer
2308,221,1122,991,152,0,3304,431,0,1,1,118,7,spammer
2309,617,0,6,0,0,1159,0,0,0,1,41,0,spammer
2310,980,1727,1279,134,2,94140,0,1,0,1,61,7,spammer
2311,715,1818,1946,163,3,23278,0,1,0,1,55,6,spammer
2312,43,103,634,0,0,910,1340,0,1,1,48,0,spammer
2313,86,663,307,0,0,1053,0,0,0,1,66,4,spammer
2314,197,15,116,10,0,531,0,0,0,1,26,0,spammer
2315,329,42,55,3,0,727,50912,0,1,1,106,0,spammer
2316,403,233,394,179,0,2766,0,1,0,1,94,0,spammer
2317,181,6979,434,32,5,75720,534,0,1,1,118,7,spammer
2318,588,0,0,1,0,65,0,0,0,1,38,0,spammer
2319,908,413,504,1775,1,8443,0,1,0,1,55,6,spammer
2320,487,663,563,2982,0,441,0,0,0,1,99,6,spammer
2321,260,11,82,0,0,6811,0,0,0,2,1,0,spammer
2322,825,13,77,3,0,93,0,0,0,1,29,0,spammer
2323,565,27,22,8,0,23,239,0,1,1,36,0,spammer
2324,572,637,2004,119,0,3377,0,0,0,1,75,2,spammer
2325,571,107,354,6,0,753,575,2,1,1,118,0,spammer
2326,42,40,46,2,0,182,67,0,1,1,95,3,spammer
2327,350,2259,164,640,1,12590,0,0,0,1,74,1,spammer
2328,342,122,94,246,1,4468,0,4,0,1,89,0,spammer
2329,1648,8988,2920,77,18,73724,0,1,0,1,51,0,spammer
2330,1188,6522,5645,56,31,47068,0,1,0,1,72,6,spammer
2331,1797,475,660,6,2,3788,0,1,0,1,55,6,spammer
2332,269,291,306,0,0,1389,0,1,0,1,89,0,spammer
2333,339,1716,2004,168,4,8828,0,0,0,1,75,2,spammer
2334,0,7,32,0,0,22,697,0,1,1,118,7,spammer
2335,7,15,67,0,0,57,522,3,1,1,118,0,spammer
2336,51,1,16,0,0,2,0,0,0,1,0,0,spammer
2337,243,1612,1646,527,3,3010,0,2,0,1,105,1,spammer
2338,425,93,206,0,0,380,0,0,0,1,43,0,spammer
2339,0,0,7,0,0,8,0,0,0,1,48,3,spammer
2340,1376,452,549,0,3,4382,0,0,0,1,16,0,spammer
2341,246,0,4,0,0,2099,0,0,0,2,50,20,spammer
2342,14,141,34,0,0,986,225,0,1,1,118,7,spammer
2343,46,3737,3831,40,1,3198,0,2,0,1,103,2,spammer
2344,49,0,2,0,0,33,0,1,0,1,14,0,spammer
2345,1053,0,3,0,0,231,0,0,0,1,36,0,spammer
2346,8,1361,741,3,0,4073,125,0,1,1,118,7,spammer
2347,1627,2,58,0,0,140,0,1,0,1,29,0,spammer
2348,1137,1106,900,1203,0,23915,0,1,0,1,55,6,spammer
2349,90,420,1557,1,0,2354,1879,0,1,1,41,0,spammer
2350,36,225,0,1,0,2399,13,0,1,1,118,7,spammer
2351,1119,8,550,0,0,783,0,0,0,1,27,0,spammer
2352,602,0,88,0,0,39,0,0,0,1,31,0,spammer
2353,808,679,674,408,3,14318,0,1,0,1,55,6,spammer
2354,131,28,41,0,1,3317,17,0,1,1,98,0,spammer
2355,1396,1,266,0,0,442,0,0,0,2,53,21,spammer
2356,592,29,469,1,0,2807,0,0,0,1,43,0,spammer
2357,177,0,12,0,0,169,0,0,0,1,46,1,spammer
2358,610,857,529,1076,0,26472,0,1,0,1,55,6,spammer
2359,47,104,572,0,1,1056,2478,0,1,1,59,0,spammer
2360,2,307,381,18,0,54,191,2,1,1,118,4,spammer
2361,755,21,12,1,0,2343,0,0,0,2,41,4,spammer
2362,26,0,0,0,0,6,2306,0,1,1,41,0,spammer
2363,1482,2,271,0,0,376,0,0,0,1,31,0,spammer
2364,283,1840,1775,1487,0,2003,0,2,0,1,74,0,spammer
2365,689,2999,2421,1416,45,29474,0,1,0,1,68,6,spammer
2366,65,6,1274,35,0,193,44,0,1,1,37,0,spammer
2367,943,670,1666,1,6,888,0,0,0,2,67,20,spammer
2368,235,743,946,1250,1,8726,0,1,0,1,103,6,spammer
2369,298,89,76,57,0,243,1,1,3,1,75,2,spammer
2370,668,345,204,2155,0,18958,0,1,1,1,97,1,spammer
2371,302,80,203,50,0,782,0,1,0,1,85,0,spammer
2372,938,201,270,0,0,1339,0,0,0,1,82,3,spammer
2373,574,44,921,0,1,539,0,4,0,1,89,0,spammer
2374,5,20,21,3,0,119,0,0,0,1,70,0,spammer
2375,858,1,213,0,0,785,0,0,0,1,21,0,spammer
2376,365,67,128,8,0,867,0,2,0,1,67,1,spammer
2377,684,2443,43,702,1,7997,942,0,1,1,118,7,spammer
2378,1033,2143,465,6,0,4009,0,1,0,1,47,0,spammer
2379,176,3,19,0,0,4,0,0,0,1,0,0,spammer
2380,100,4005,4044,16,1,5358,0,0,0,1,59,0,spammer
2381,708,4,41,0,0,151,0,1,0,1,15,0,spammer
2382,426,3019,3151,472,0,27011,0,1,0,1,58,0,spammer
2383,628,740,1727,5,0,149,0,0,0,1,59,0,spammer
2384,300,689,252,25,0,7034,3,1,6,1,111,4,spammer
2385,870,0,77,1,0,39,0,0,0,1,24,0,spammer
2386,0,0,0,0,0,3,16997,0,1,1,69,0,spammer
2387,445,5,337,0,0,54,0,0,0,1,43,0,spammer
2388,324,687,1222,28,1,1698,0,0,0,1,56,0,spammer
2389,636,2011,478,494,0,81033,0,1,1,1,90,3,spammer
2390,430,261,369,275,0,1538,0,2,1,1,67,6,spammer
2391,848,1,3,0,0,58,0,0,0,1,21,0,spammer
2392,876,3,10,0,0,127,0,1,0,1,17,0,spammer
2393,28,49,91,6,0,117,0,1,1,1,80,2,spammer
2394,1146,436,282,3085,2,15172,0,2,1,1,109,4,spammer
2395,1073,0,1,0,0,162,0,0,0,1,61,2,spammer
2396,221,2273,2278,115,2,3200,5,0,1,1,118,7,spammer
2397,836,0,0,0,0,132,0,1,0,1,28,0,spammer
2398,710,1,2,0,0,156,0,1,0,1,34,0,spammer
2399,1751,46,510,0,1,278,0,0,0,2,34,0,spammer
2400,331,0,17,0,0,3063,0,0,0,1,78,20,spammer
2401,669,91,22,6,0,121,51529,0,1,1,106,0,spammer
2402,323,4862,4777,0,7,3137,55,0,1,1,66,4,spammer
2403,953,542,543,149,0,9504,0,1,1,1,73,0,spammer
2404,97,1,10,0,0,27,0,0,0,1,82,0,spammer
2405,127,424,100,562,0,1566,0,0,0,1,59,3,spammer
2406,540,72,111,0,0,157,0,0,0,1,81,1,spammer
2407,435,1,16,0,0,595,0,0,0,1,50,4,spammer
2408,5,177,63,0,0,1412,105,0,1,1,118,7,spammer
2409,398,138,463,6,1,4604,0,2,0,1,105,0,spammer
2410,781,1,231,0,0,784,0,0,0,1,28,4,spammer
2411,146,79,187,9,0,95,0,3,0,1,123,4,spammer
2412,73,1,1,0,0,302,0,0,0,1,118,0,spammer
2413,553,553,1248,18,0,774,0,1,0,1,78,0,spammer
2414,24,0,7,0,0,25,14,0,1,1,67,0,spammer
2415,793,2851,3087,1984,1,36243,0,1,0,1,55,6,spammer
2416,1116,3,4,0,0,1035,0,0,0,2,58,2,spammer
2417,3,0,15,0,0,7,1,1,2,1,108,2,spammer
2418,891,1,375,0,0,1008,0,0,0,1,33,0,spammer
2419,169,161,254,68,0,4359,0,1,0,1,59,2,spammer
2420,107,432,1738,1,1,2705,1545,0,1,1,30,0,spammer
2421,788,22,276,18,1,65,0,2,0,1,81,0,spammer
2422,806,1306,1063,82,2,3223,0,1,0,1,108,5,spammer
2423,1126,2837,28,2,21,2132,0,0,0,1,89,0,spammer
2424,0,0,0,0,0,1,9790,0,1,1,118,1,spammer
2425,528,562,383,2,0,5863,0,1,0,1,81,0,spammer
2426,522,329,1802,0,1,6001,0,0,0,2,64,0,spammer
2427,17,16,26,2,0,53,0,1,0,1,83,0,spammer
2428,1769,48,370,0,0,59,0,0,0,2,61,4,spammer
2429,499,1,11,0,0,1149,2,0,1,2,81,24,spammer
2430,386,183,310,551,0,3525,0,0,1,1,113,0,spammer
2431,865,2,14,0,0,94,0,0,0,1,30,0,spammer
2432,928,2,311,0,0,4,0,0,0,1,59,1,spammer
2433,720,13,137,2,0,42,0,0,0,1,56,2,spammer
2434,1077,311,405,0,8,1864,0,0,0,1,31,7,spammer
2435,90,1613,990,0,0,7463,47,0,1,1,69,0,spammer
2436,476,0,0,0,0,6,0,1,0,1,37,0,spammer
2437,1427,215,111,27,8,1434,0,0,0,1,34,0,spammer
2438,3,109,37,8,0,345,640,0,1,1,118,7,spammer
2439,518,0,15,0,0,3,0,0,0,1,30,0,spammer
2440,829,6,13,0,0,82,0,0,0,2,48,0,spammer
2441,101,684,1935,1,0,2847,641,0,1,1,39,0,spammer
2442,1631,1086,1034,747,1,6284,0,1,0,1,55,6,spammer
2443,79,799,137,449,5,2849,5,1,1,1,118,3,spammer
2444,224,531,822,44,0,6101,0,1,0,1,78,0,spammer
2445,0,0,0,0,0,2,0,0,1,1,11,3,spammer
2446,921,2,13,1,0,15,0,0,0,1,67,2,spammer
2447,753,1230,522,346,1,26220,0,1,3,1,105,5,spammer
2448,729,2,433,0,0,2329,0,0,0,1,51,0,spammer
2449,169,42,53,0,0,3459,0,0,0,1,22,0,spammer
2450,10,824,770,1,0,3495,213,0,1,1,118,7,spammer
2451,1058,1,0,0,0,68,0,1,0,1,23,0,spammer
2452,1473,37991,2334,96,694,45363,1,0,1,1,36,4,spammer
2453,570,1,242,0,0,138,0,0,0,1,44,2,spammer
2454,1325,2721,2973,13,29,42636,0,0,0,1,46,6,spammer
2455,10,111,258,20,12,272,0,0,0,1,56,0,spammer
2456,2084,18,13,59,0,4727,0,0,0,1,35,0,spammer
2457,1623,1,0,0,0,5,0,0,0,1,40,0,spammer
2458,730,1555,1518,3348,0,6008,0,0,0,1,100,7,spammer
2459,51,0,1,0,0,31,0,1,0,1,12,0,spammer
2460,243,2,232,0,0,122,4,1,1,1,49,2,spammer
2461,854,3,336,0,0,109,1738,0,1,1,110,0,spammer
2462,553,0,2,0,0,101,0,1,0,1,35,0,spammer
2463,382,525,302,481,1,13152,0,1,1,1,73,0,spammer
2464,1331,3,387,0,0,183,0,0,0,1,18,0,spammer
2465,73,469,429,0,0,712,4,0,1,1,44,0,spammer
2466,1770,5411,3479,59,77,127439,0,1,0,1,55,6,spammer
2467,914,235,446,75,0,3633,0,1,0,1,55,6,spammer
2468,158,234,298,2898,0,3390,0,2,0,1,111,0,spammer
2469,544,46,161,1,0,317,0,0,0,1,34,2,spammer
2470,572,438,275,1612,2,18881,0,1,0,1,66,4,spammer
2471,1,13,22,0,0,176,0,2,0,1,114,1,spammer
2472,947,1256,1747,0,3,20124,0,1,1,1,50,0,spammer
2473,82,457,456,54,1,3496,0,1,1,1,100,2,spammer
2474,375,265,196,1317,0,7458,1,1,2,1,94,1,spammer
2475,2024,438,539,8,16,464,0,0,0,1,44,0,spammer
2476,948,6,36,0,0,123,0,0,0,1,45,1,spammer
2477,454,2,728,0,0,1718,0,0,0,2,24,0,spammer
2478,595,806,961,5438,3,19998,0,0,0,1,34,0,spammer
2479,917,5154,4209,148,1,42921,0,1,0,1,38,3,spammer
2480,268,449,154,1106,0,1994,0,0,0,1,82,5,spammer
2481,141,1451,1801,0,7,20466,0,1,0,1,106,0,spammer
2482,433,0,1,0,0,152,0,1,0,1,32,0,spammer
2483,45,0,0,0,0,40,2095,0,1,1,75,0,spammer
2484,1113,248,482,183,0,7767,0,1,0,1,95,8,spammer
2485,602,2,9,0,0,2718,0,0,0,2,55,20,spammer
2486,1172,144,271,0,0,616,0,0,0,1,52,0,spammer
2487,987,8,213,3,1,56,385,0,1,1,62,0,spammer
2488,648,1,88,0,0,306,0,0,0,1,24,0,spammer
2489,1724,9,305,0,0,950,0,0,0,2,42,20,spammer
2490,669,1,3,0,0,116,0,1,0,1,20,0,spammer
2491,275,1105,79,53,1,27262,0,1,0,1,79,3,spammer
2492,130,388,331,3,1,823,1,2,1,1,118,1,spammer
2493,5,159,166,0,0,927,316,0,1,1,118,7,spammer
2494,48,388,444,3,0,777,472,0,1,1,118,7,spammer
2495,169,323,260,10,0,2026,569,0,1,1,118,7,spammer
2496,215,1224,825,0,4,3090,0,1,0,1,55,6,spammer
2497,316,2,932,0,0,459,0,0,0,1,36,0,spammer
2498,492,2,1018,0,0,419,0,0,0,2,63,20,spammer
2499,1090,19,436,12,0,6165,0,0,0,1,20,0,spammer
2500,736,1605,1649,45,2,4429,0,1,0,1,91,0,spammer
2501,1020,0,0,0,0,95,0,1,0,1,26,0,spammer
2502,1334,1,195,2,0,89,2,0,1,1,51,0,spammer
2503,598,4514,4888,0,5,6352,0,0,0,1,113,1,spammer
2504,1099,4185,2851,0,18,23190,0,1,0,1,17,0,spammer
2505,350,33,37,2,0,993,0,0,0,1,39,0,spammer
2506,624,0,305,0,0,672,0,0,0,1,31,0,spammer
2507,651,0,206,0,0,436,0,0,0,1,56,0,spammer
2508,77,53,17,3,0,2843,0,1,0,1,53,7,spammer
2509,21,828,886,120,0,3310,311,0,1,1,118,7,spammer
2510,699,1828,770,882,54,918,3,0,1,1,42,0,spammer
2511,33,0,0,0,0,39,3998,0,1,1,50,0,spammer
2512,593,119,763,275,2,2921,0,0,0,1,46,0,spammer
2513,768,371,695,2,0,539,113356,0,1,1,106,0,spammer
2514,954,1654,2004,94,1,6170,0,0,0,1,55,0,spammer
2515,517,0,385,0,0,2735,0,0,0,1,38,2,spammer
2516,43,432,350,0,0,1429,375,0,1,1,118,7,spammer
2517,667,2162,1942,347,1,28271,0,1,0,1,55,6,spammer
2518,382,2414,2459,9,7,2073,0,1,0,1,36,0,spammer
2519,398,137,150,124,0,3132,0,1,0,1,98,0,spammer
2520,1707,66,232,2,1,1322,0,0,0,1,26,0,spammer
2521,855,965,1709,4,0,559,0,1,0,1,55,6,spammer
2522,48,370,443,3,0,701,703,0,1,1,118,7,spammer
2523,27,12,12,0,0,17,0,0,0,1,75,2,spammer
2524,1264,17,382,0,0,1168,0,0,0,1,32,0,spammer
2525,497,624,677,39,2,4377,0,2,0,1,116,2,spammer
2526,53,1368,424,74,1,4407,406,0,1,1,118,7,spammer
2527,847,0,243,0,0,4013,0,0,0,1,43,1,spammer
2528,905,10024,8606,588,14,47162,0,1,0,1,55,6,spammer
2529,781,2,207,0,0,80,0,1,0,1,31,0,spammer
2530,22,1,19,6,0,73,0,0,0,1,13,0,spammer
2531,66,24,1988,78,0,354,406,0,1,1,87,2,spammer
2532,528,457,1263,3774,1,35517,0,1,0,1,55,6,spammer
2533,1044,0,303,0,0,2023,0,0,0,1,47,0,spammer
2534,727,1967,561,14,21,65101,0,1,1,1,82,0,spammer
2535,196,1451,471,152,1,11161,0,1,0,1,47,1,spammer
2536,3,91,1,1,0,842,124,0,1,1,118,7,spammer
2537,808,137,55,5,0,4199,1,1,1,1,97,10,spammer
2538,775,310,190,0,0,2369,0,0,0,1,59,0,spammer
2539,894,2,355,1,0,182,0,0,0,1,44,0,spammer
2540,92,492,1607,1,0,2560,2979,0,1,1,46,0,spammer
2541,337,608,824,1784,2,9639,0,1,1,1,113,0,spammer
2542,1089,2,217,1,0,100,30,5,2,1,118,0,spammer
2543,91,17,26,6,0,372,0,0,0,1,74,1,spammer
2544,14,3,1,0,0,536,0,1,0,1,53,4,spammer
2545,1493,34,67,0,1,148,0,0,0,1,41,0,spammer
2546,303,68,102,20,0,281,0,0,0,1,70,3,spammer
2547,13,62,1686,527,0,1436,181,1,1,1,81,0,spammer
2548,747,0,0,0,0,23,0,0,0,2,64,24,spammer
2549,695,126,569,16,0,5048,1,1,2,1,109,1,spammer
2550,13,1,5,0,0,1,13533,0,1,1,50,0,spammer
2551,166,63,103,0,0,180,0,1,0,1,98,4,spammer
2552,580,0,8,0,0,13,0,0,0,1,24,0,spammer
2553,113,2,3,3,0,400,0,2,0,1,97,2,spammer
2554,75,1,10,0,0,31533,0,2,0,1,34,0,spammer
2555,965,377,361,1842,1,7119,304,1,1,1,117,0,spammer
2556,1020,507,570,1,13,465,0,0,0,1,26,0,spammer
2557,890,3702,3686,485,3,665,0,1,0,1,56,7,spammer
2558,297,4,261,0,0,2067,0,0,0,2,63,20,spammer
2559,1729,1033,645,94,4,70700,0,1,0,1,67,4,spammer
2560,130,474,590,10,0,541,0,0,0,1,57,0,spammer
2561,25,1,8,0,0,272,39,0,1,1,87,0,spammer
2562,350,1713,1196,859,3,23188,0,1,0,1,63,2,spammer
2563,950,17,1,3,0,7323,0,0,0,1,110,0,spammer
2564,97,0,11,0,0,396,0,0,0,1,53,1,spammer
2565,1375,1055,1887,211,2,20372,0,1,0,1,55,6,spammer
2566,245,450,1022,90,1,2863,0,1,0,1,55,6,spammer
2567,0,0,21,0,0,2,192,1,1,1,82,0,spammer
2568,765,2043,2248,2399,2,21658,0,1,0,1,45,8,spammer
2569,393,492,893,1310,4,25595,0,1,0,1,55,6,spammer
2570,289,2098,2215,637,2,17620,0,1,0,1,55,6,spammer
2571,95,51,68,3,0,69,9037,0,1,1,98,0,spammer
2572,345,16,126,0,0,6,0,0,0,1,78,3,spammer
2573,277,1035,1057,281,3,11964,18413,0,1,1,98,0,spammer
2574,1044,0,48,0,0,82,0,1,0,1,54,0,spammer
2575,464,62,126,10,1,622,0,0,0,1,74,1,spammer
2576,558,775,773,152,1,33090,0,1,0,1,114,6,spammer
2577,581,157,139,0,0,2065,0,0,0,1,61,0,spammer
2578,47,106,687,0,0,1072,2102,0,1,1,59,0,spammer
2579,615,605,952,196,0,3028,0,1,0,1,55,6,spammer
2580,243,101,63,0,0,16998,0,0,0,1,56,0,spammer
2581,197,1709,932,788,3,7999,0,1,0,1,55,6,spammer
2582,221,429,742,10,0,506,0,2,0,1,58,4,spammer
2583,585,198,374,152,0,3663,0,1,0,1,85,0,spammer
2584,1589,10,300,0,0,13,0,0,0,1,35,0,spammer
2585,1759,1705,1767,9,76,2425,1,0,1,1,129,2,spammer
2586,650,67789,79,12,0,1134,0,0,0,1,41,0,spammer
2587,648,370,1780,0,0,8875,0,0,0,1,53,2,spammer
2588,648,0,238,0,0,320,0,0,0,1,36,0,spammer
2589,454,0,0,0,0,49,0,0,0,1,30,0,spammer
2590,715,28,31,115,0,2447,0,0,1,1,101,0,spammer
2591,761,532,723,654,1,19723,0,1,1,1,116,6,spammer
2592,1543,5342,471,678,10,23356,0,1,0,1,56,4,spammer
2593,59,468,337,4757,0,2210,0,0,0,1,85,0,spammer
2594,76,81,1436,25,0,591,0,1,0,1,55,6,spammer
2595,137,106,74,0,1,10760,0,0,0,1,48,0,spammer
2596,661,0,11,0,0,6199,0,0,0,2,1,0,spammer
2597,29,0,7,0,0,467,52,0,1,1,74,0,spammer
2598,758,930,79,22,1,13677,0,0,0,1,75,2,spammer
2599,493,1574,886,677,4,78519,0,1,0,1,110,7,spammer
2600,1322,8,294,2,0,236,0,0,0,1,38,0,spammer
2601,620,571,59,0,0,33,9,1,1,1,100,0,spammer
2602,224,2,805,0,0,2367,0,0,0,1,38,0,spammer
2603,1378,425,185,5,0,4035,0,1,0,1,15,0,spammer
2604,189,349,174,1090,0,420,0,0,0,1,44,2,spammer
2605,711,285,550,1711,2,3888,0,1,0,1,55,6,spammer
2606,201,1060,1050,453,2,900,0,1,0,1,58,0,spammer
2607,916,5,197,0,0,1392,0,0,0,1,23,0,spammer
2608,56,916,2003,324,0,3332,0,2,0,1,98,1,spammer
2609,4,286,448,0,0,168,0,2,0,1,87,2,spammer
2610,5,1182,1259,13,0,2492,92,0,1,1,118,7,spammer
2611,324,493,328,687,0,9263,1,2,2,1,82,4,spammer
2612,412,2,11,4,0,9,0,0,0,1,31,4,spammer
2613,83,136,92,79,0,1931,3,1,4,1,118,7,spammer
2614,816,0,0,0,0,122,0,1,0,1,46,3,spammer
2615,90,460,1618,1,0,2346,1536,0,1,1,42,0,spammer
2616,110,1,7,0,0,2503,0,0,0,1,34,0,spammer
2617,879,897,885,2,0,876,686,0,1,1,118,7,spammer
2618,660,1406,1208,7243,1,15458,0,1,0,1,91,0,spammer
2619,248,723,1997,1,1,3432,0,0,0,1,75,2,spammer
2620,1312,999,981,817,15,18873,0,1,0,1,55,6,spammer
2621,1395,1,106,1,0,713,0,0,0,1,37,0,spammer
2622,231,149,41,0,0,45402,0,2,0,1,89,4,spammer
2623,287,0,0,0,0,114,0,0,0,1,36,1,spammer
2624,1179,1,293,0,0,68,0,0,0,2,28,0,spammer
2625,1063,506,324,12,7,912,0,0,0,1,83,0,spammer
2626,1495,82,524,0,3,1240,0,0,0,2,58,4,spammer
2627,10,133,93,5,0,35,0,0,0,1,61,3,spammer
2628,171,65,82,0,0,843,0,0,0,1,0,0,spammer
2629,429,325,240,217,0,2510,0,1,0,1,95,15,spammer
2630,990,4,452,1,0,84,5,0,1,2,77,24,spammer
2631,116,5,8,55,0,1634,0,2,0,1,101,2,spammer
2632,853,1,873,0,0,76,0,0,0,2,94,20,spammer
2633,1131,0,1,0,0,2000,0,0,0,1,38,0,spammer
2634,368,465,409,62,0,4044,106306,0,1,1,106,0,spammer
2635,259,580,397,287,0,3631,0,1,0,1,91,0,spammer
2636,55,2442,2433,6,0,1825,714,0,1,1,118,7,spammer
2637,649,108,81,109,2,1144,0,0,0,1,102,9,spammer
2638,1466,181,557,3,0,2637,0,0,0,2,26,0,spammer
2639,324,1685,1264,335,1,8850,0,1,0,1,55,6,spammer
2640,776,0,335,0,0,79,0,0,0,2,16,3,spammer
2641,803,185,488,3478,1,10191,0,1,0,1,55,6,spammer
2642,1867,121,510,59,7,1713,0,0,0,1,52,0,spammer
2643,898,3000,3020,600,1,26909,0,2,1,1,77,1,spammer
2644,690,1609,1575,200,5,56453,0,2,1,1,83,6,spammer
2645,978,167,182,16,0,390,0,0,0,1,64,0,spammer
2646,207,715,594,16,0,7403,0,1,0,1,86,0,spammer
2647,298,12259,1328,0,9,95754,773,0,1,1,118,7,spammer
2648,634,12,49,0,0,81,0,0,0,1,24,0,spammer
2649,98,468,1749,1,0,2325,110,0,1,1,39,0,spammer
2650,1106,1950,1088,1490,5,71199,0,2,0,1,54,8,spammer
2651,160,418,795,9,0,190,0,0,0,1,68,0,spammer
2652,43,3021,3011,0,1,8175,477,0,1,1,118,7,spammer
2653,677,41,670,4,0,1726,0,0,0,2,63,0,spammer
2654,13,28,112,0,0,38,0,1,0,1,64,0,spammer
2655,213,90,56,10,1,1021,0,1,0,1,59,2,spammer
2656,509,2178,544,1229,0,34176,0,2,0,1,65,1,spammer
2657,103,269,553,703,0,3722,0,1,0,1,55,6,spammer
2658,108,276,109,2,0,2690,248,0,1,1,118,7,spammer
2659,570,1,15,0,0,39,0,0,0,2,60,1,spammer
